project_id,verdict,n_delivery_files,n_evaluations,matched_app_file,app_status,terminated,app_fte,app_months,app_pm,n_app_repos,ks_per_pm,scope_flag,repo_url,planned_pm_census,commit_source,equivalent_sloc
SEOR-code-less-smart-contract-platform,REJECT_terminated,2,0,SEOR-code-less-smart-contract-platform.md,Terminated,Y,3.0,,,0,,,https://github.com/SealSC/smart-contracts,,cutoff,5.01
spacewalk,REJECT_terminated,2,1,spacewalk-bridge.md,Terminated,Y,0.5,3.0,1.5,4,16.27,verify-bloat?,https://github.com/pendulum-chain/spacewalk,1.50,cutoff,24.4058
substrate_client_java,REJECT_terminated,2,2,substrate_client_java.md,Terminated,Y,2.9,24.0,69.6,3,0.31,,https://github.com/strategyobject/substrate-client-java,,cutoff,21.645
TogetherCrew_Community_health_check,REJECT_terminated,2,2,community-health-check.md,Terminated,Y,6.0,2.3,13.8,4,,,https://github.com/RnDAO/tc-Documentation,,cutoff,
wasmedge_substrate,REJECT_terminated,2,2,wasmedge_substrate.md,Terminated,Y,2.0,3.0,6.0,3,,,https://github.com/WasmEdge/WasmEdge,,cutoff,
wika_network,REJECT_terminated,2,2,wika_network.md,Terminated,Y,1.0,3.0,3.0,4,,,https://github.com/randombishop/wika_etl,3.00,cutoff,
yibanchen,REJECT_terminated,2,3,yiban_chen1.md,Terminated,Y,2.0,2.07,4.14,4,,,https://github.com/YibanChen/yc-node,,,
keysafe_network,REJECT_terminated,1,1,keysafe_network.md,Terminated,Y,3.0,8.0,24.0,3,0.05,verify-frag?,https://github.com/keysafe-protocol/keysafe-app,24.00,cutoff,1.313
manta_network,REJECT_terminated,1,1,manta_network.md,Terminated,Y,3.0,2.76,8.28,5,0.14,verify-frag?,https://github.com/Manta-Network/pallet-manta-dap,,head,1.1951
merkle_tree,REJECT_terminated,1,1,binary_merkle_tree.md,Terminated,Y,2.0,,,0,,,https://github.com/frisitano/merkle-tree-db,,cutoff,1.6872
polkadex,REJECT_terminated,1,1,polkadex.md,Terminated via email,Y,3.5,1.61,5.64,3,0.42,,https://github.com/Polkadex-Substrate/Polkadex,,cutoff,2.363
polkadot_dart,REJECT_terminated,1,1,Polkadot-Dart.md,Terminated,Y,5.3,5.0,26.5,6,0.95,,https://github.com/Pocket4D/Polkadot-Dart,60.00,cutoff,25.2248
queryWeb3,REJECT_terminated,1,1,queryWeb3.md,Terminated,Y,60.0,4.5,270.0,4,0.01,verify-frag?,https://github.com/Query-Web3/database,270.00,cutoff,1.675
rb_substrate_client,REJECT_terminated,1,0,rb_substrate_client.md,Terminated,Y,2.0,0.92,1.84,3,0.16,,https://github.com/uni-arts-chain/sr25519,,cutoff,0.2869
RedStone,REJECT_terminated,1,1,RedStone Network.md,Terminated,Y,2.0,3.0,6.0,5,4.06,,https://github.com/redstone-network/redstone-node,6.00,cutoff,24.331
skyepass,REJECT_terminated,1,1,skyepass.md,Terminated,Y,2.5,3.68,9.2,4,0.09,verify-frag?,https://github.com/skyekiwi/skyepass-vault,,cutoff,0.8562
tellor,REJECT_terminated,1,1,Tellor.md,Terminated,Y,2.0,4.0,8.0,4,,,https://github.com/tellor-io/tellor-parachain-contracts,8.00,commit,
Zkverse,REJECT_terminated,1,1,zkverse.md,Terminated,Y,1.0,2.5,2.5,4,,,https://github.com/Zkvers/substrate-zk,2.50,cutoff,
