project_id,repo_url,resolved_commit,has_ci,has_tests,has_docker,has_docs,has_audit,has_lintfmt,onchain_runtime,has_contracts,dep_consensus,dep_crosschain,dep_zkcrypto,dep_contract,dep_frontend,n_pallets,n_extrinsics,n_storage,n_events,n_ink_msgs,n_sol_funcs,n_contracts_def,n_rpc,n_exports,n_funcs,n_classes,n_routes,status
webb_extended_mixer,https://github.com/webb-tools/webb-dapp,c6272bbef889ec5e456d6f2244136940c2d7dae9,1,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,,,,,OK
Webb_Mixer,https://github.com/webb-tools/anon,b286f76ecd69a5e0e8a3ff5aa3a66dbad6479af7,1,1,1,0,1,1,1,1,1,0,1,1,1,8,0,21,4,2,72,48,1,,,,,OK
Webb_Mixer_Extended,https://github.com/webb-tools/anon,643bf33256f504a2a84b76c0572b5c63397fa0f0,1,0,1,0,1,1,1,0,1,1,1,1,0,12,0,39,6,0,0,0,1,0,0,0,0,OK
WeTEE,https://github.com/wetee-dao/chain,f592a3fd1c269aafcd8bf9bb8ea182de8492af32,0,0,0,1,0,0,1,0,1,1,0,0,0,22,66,69,11,0,0,0,2,0,0,0,0,OK
whiteflag-on-fennel-protocol,https://github.com/fennelLabs/Fennel-Protocol,29d21e896e7e735a07d385bcd8eb1c2167aa3246,1,0,1,0,0,1,1,0,1,0,0,0,0,8,0,14,4,0,0,0,0,0,0,0,0,OK
wika_network,https://github.com/randombishop/wika_etl,9674ea8bce3054a8ec30ca757a53c1f441a4d45a,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,20,9,0,OK
Xcavate,https://github.com/XcavateBlockchain/MVP_Lending_Pool,b3e04707cc26a187398d7732600c83c9fb9e7add,1,0,0,1,0,1,1,0,1,0,0,1,0,6,9,8,3,0,0,0,0,0,0,0,0,OK
xcm-domain-service,https://github.com/azero-id/xcm-domain-service,599c5a150785a3b003b4e256f2c9ef5be0b1240d,0,0,0,0,0,0,0,1,0,1,0,1,0,2,0,2,1,37,0,3,0,0,0,0,0,OK
xcm-sdk,https://github.com/blockcoders/xcm-sdk,0d7c7feadd25cb81b766b9c0e0cede26015a86cf,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,35,45,10,0,OK
xcmsend,https://github.com/XcmSend/app-v0.0.1,9af8c9466435f1f38f6d85761400f3a5dbbba614,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,160,359,45,0,OK
xcm-tools,https://github.com/gmajor-encrypt/xcm-tools,a059e61f92cc0a44a2b9b039c1513fd23715c7c2,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,95,0,0,OK
xcm-tools-follow-up,https://github.com/gmajor-encrypt/xcm-tools,be79d3d59846fbedd9ec6fffe36b700fe884acf4,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,146,0,0,OK
xcnft,https://github.com/paraspell-research/xcnft-pallet,c6682ecdf2fe9fdc51a678b028d77a0a4e33efa6,0,1,1,0,0,0,0,0,0,1,0,0,0,4,42,10,2,0,0,0,0,0,0,0,0,OK
xNFT,https://github.com/antiers-solutions/xNFT,8b990bcfbe7d6c6ef04b0a39ee27d57eed722075,0,0,0,1,0,0,0,0,1,1,0,0,0,2,6,4,1,0,0,0,0,0,0,0,0,OK
yatima,https://github.com/yatima-inc/yatima,d9f20f51bca748878b8561661fe8bc19a7dba609,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
yieldscan_phase,https://github.com/yieldscan/yieldscan-frontend,495f4661fad49ae8ef4891a1132258eb0fabd307,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,24,436,9,0,OK
Zaturn_generic-attestable-oracle-parachain,https://github.com/Acurast/acurast-substrate,b85a649a1600988e56bc8cd185631b96dc9dfec7,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
zeeve_larch,https://github.com/Zeeve-App/larch,30aa28681493d92cbdb5d1f56c11063790bc518f,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,282,238,51,33,OK
zenlink,https://github.com/zenlinkpro/whitepaper,fe5fa761ad9105454c8a69af4e8a616eaf828f49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
zenlink_dex_smart_contract,https://github.com/zenlinkpro/whitepaper,3af1af967dde202b0376ed84671de979da7693f5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
ZeroDAO_Network-millestone,https://github.com/ZeroDAO/ZeroDAO-node,50e0ffc4f215fb26b593e3002a57bd546c6830ac,1,0,1,1,0,1,1,0,1,0,0,0,0,11,0,20,7,0,0,0,0,0,0,0,0,OK
zeropool-2-snjax,https://github.com/zeropoolnetwork/fawkes-crypto,5149f041ab7fa9b037cf104c8360360da66db427,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,OK
zk-plonk,https://github.com/AstarNetwork/plonk,8cbe9f822f6f60f9480b73eeb946d0a082f1e73e,1,0,1,1,0,1,0,0,0,0,1,0,0,4,0,3,2,0,0,0,2,4,109,39,0,OK
zk-rollups,https://github.com/PlasmNetwork/ZKRollups,b2ed9c58bf80eeae0d1cfa962751bda0ea5584c0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,14,8,2,0,OK
ZK-Snarks_with_Substrate_tutorial,https://github.com/bright/zk-snarks-with-substrate,8f2315a50429fbb05efb71f9fe9f07aa546b1688,1,0,1,1,0,1,1,0,1,0,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,OK
Zkverse,https://github.com/Zkvers/substrate-zk,1cf490ae4f7fea5c8fc91d4a5a9b579ab971f786,0,0,1,0,0,1,1,0,1,0,1,0,0,2,0,3,1,0,0,0,0,0,0,0,0,OK
zkwasm-rollups-transfer,https://github.com/KogarashiNetwork/Kogarashi,f368953a1f04adfc26bd77e06a864325884042a8,1,1,1,0,0,0,0,0,0,0,1,0,0,4,0,2,1,0,0,0,0,0,0,0,0,OK
